REVIEW_PANEL,MEDICALSPECIALTY,PRODUCTCODE,DEVICENAME,DEVICECLASS,Specialty,Medcomp,Martech,Point,Additional Information,Javascript
CV,CV,QWA,Cardiovascular Delivery Catheter System Positioning And Stabilization Device,1,Cardiovascular,No,No,No,"A cardiovascular delivery catheter system positioning and stabilization device is a platform device or a part of a platform device that aids the positioning and stabilization of delivery catheter systems during cardiovascular interventional procedures (e.g., transcatheter valvular interventions). The device only provides mechanical support and does not include any electrical or robotic components. The device may be for single use or reusable.","{ name:""Cardiovascular Delivery Catheter System Positioning And Stabilization Device (QWA)"", productCode:""QWA"", deviceName:""Cardiovascular Delivery Catheter System Positioning And Stabilization Device"", deviceClass:""Class I"", deviceClassNum:1, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""A cardiovascular delivery catheter system positioning and stabilization device is a platform device or a part of a platform device that aids the positioning and stabilization of delivery catheter systems during cardiovascular interventional procedures (e.g., transcatheter valvular interventions). The device only provides mechanical support and does not include any electrical or robotic components. The device may be for single use or reusable."" },"
CV,CV,QWF,"Tubing, Long Term Support Greater Than 6 Hours",2,Cardiovascular,No,No,No,The tubing and accessories are intended to connect perfusion devices and circulate blood as part of extracorporeal membrane oxygenation lasting longer than 6 hours.,"{ name:""Tubing, Long Term Support Greater Than 6 Hours (QWF)"", productCode:""QWF"", deviceName:""Tubing, Long Term Support Greater Than 6 Hours"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""The tubing and accessories are intended to connect perfusion devices and circulate blood as part of extracorporeal membrane oxygenation lasting longer than 6 hours."" },"
CV,CV,QXO,Cardiovascular Machine Learning-Based Notification Software,2,Cardiovascular,No,No,No,Cardiovascular machine learning-based notification software employs machine learning techniques to suggest the likelihood of a   cardiovascular disease or condition for further referral or diagnostic follow-up. The software identifies a single condition based on one or more non-invasive physiological inputs as part of routine medical care. It is intended as the basis for further testing and is not intended to provide diagnostic quality output. It is not intended to identify or detect arrhythmias.,"{ name:""Cardiovascular Machine Learning-Based Notification Software (QXO)"", productCode:""QXO"", deviceName:""Cardiovascular Machine Learning-Based Notification Software"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""Cardiovascular machine learning-based notification software employs machine learning techniques to suggest the likelihood of a   cardiovascular disease or condition for further referral or diagnostic follow-up. The software identifies a single condition based on one or more non-invasive physiological inputs as part of routine medical care. It is intended as the basis for further testing and is not intended to provide diagnostic quality output. It is not intended to identify or detect arrhythmias."" },"
CV,CV,QXU,"Esophageal Protection Device For Use In Percutaneous Cardiac Catheter Ablation Procedures, Mechanical Deviation",2,Cardiovascular,No,No,No,This device is placed in the lumen of the esophagus to reduce the likelihood of esophageal injury or   a specific adverse event during cardiac ablation procedures. The device uses mechanical means to   deviate the esophagus away from the source of ablation energy,"{ name:""Esophageal Protection Device For Use In Percutaneous Cardiac Catheter Ablation Procedures, Mechanical Deviation (QXU)"", productCode:""QXU"", deviceName:""Esophageal Protection Device For Use In Percutaneous Cardiac Catheter Ablation Procedures, Mechanical Deviation"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""This device is placed in the lumen of the esophagus to reduce the likelihood of esophageal injury or   a specific adverse event during cardiac ablation procedures. The device uses mechanical means to   deviate the esophagus away from the source of ablation energy"" },"
CV,CV,QXV,Temperature Regulation Device For Esophageal Protection During Cardiac Ablation,2,Cardiovascular,No,No,No,This device is placed in the lumen of the esophagus to reduce the likelihood of esophageal injury or a specific adverse event during cardiac ablation procedures. The device uses temperature regulation to control the temperature of the esophagus during cardiac ablation.,"{ name:""Temperature Regulation Device For Esophageal Protection During Cardiac Ablation (QXV)"", productCode:""QXV"", deviceName:""Temperature Regulation Device For Esophageal Protection During Cardiac Ablation"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""This device is placed in the lumen of the esophagus to reduce the likelihood of esophageal injury or a specific adverse event during cardiac ablation procedures. The device uses temperature regulation to control the temperature of the esophagus during cardiac ablation."" },"
CV,CV,QXX,Coronary Artery Disease Machine Learning-Based Notification Software,2,Cardiovascular,No,No,No,Coronary Artery Disease machine learning-based notification software employs machine learning techniques to suggest the likelihood of coronary artery disease for further referral or diagnostic follow-up.,"{ name:""Coronary Artery Disease Machine Learning-Based Notification Software (QXX)"", productCode:""QXX"", deviceName:""Coronary Artery Disease Machine Learning-Based Notification Software"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""Coronary Artery Disease machine learning-based notification software employs machine learning techniques to suggest the likelihood of coronary artery disease for further referral or diagnostic follow-up."" },"
CV,CV,QXY,"Oscillometric-Based, Over-The-Counter, Atrial Fibrillation Notification Feature",2,Cardiovascular,No,No,No,"An oscillometric-based, over-the-counter, atrial fibrillation notification feature is a software algorithm for analysis of signals from an oscillometric, non-invasive blood pressure measurement system to screen for possible atrial fibrillation in the device user.","{ name:""Oscillometric-Based, Over-The-Counter, Atrial Fibrillation Notification Feature (QXY)"", productCode:""QXY"", deviceName:""Oscillometric-Based, Over-The-Counter, Atrial Fibrillation Notification Feature"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""An oscillometric-based, over-the-counter, atrial fibrillation notification feature is a software algorithm for analysis of signals from an oscillometric, non-invasive blood pressure measurement system to screen for possible atrial fibrillation in the device user."" },"
CV,CV,QXZ,Adjunctive Epicardial Vascular Physiologic Status Indicator,2,Cardiovascular,No,No,No,The adjunctive epicardial vascular physiologic status indicator is a prescription device based on sensor technology or image data to provide information to an interpreting clinician in detecting the possible presence of functionally significant coronary artery disease to suggest the need for further testing. This device is intended for adjunctive use with other clinical workup or patient information and is not intended to quantify the degree to which epicardial disease is limiting flow through a vessel nor is it intended to independently direct therapy.,"{ name:""Adjunctive Epicardial Vascular Physiologic Status Indicator (QXZ)"", productCode:""QXZ"", deviceName:""Adjunctive Epicardial Vascular Physiologic Status Indicator"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""The adjunctive epicardial vascular physiologic status indicator is a prescription device based on sensor technology or image data to provide information to an interpreting clinician in detecting the possible presence of functionally significant coronary artery disease to suggest the need for further testing. This device is intended for adjunctive use with other clinical workup or patient information and is not intended to quantify the degree to which epicardial disease is limiting flow through a vessel nor is it intended to independently direct therapy."" },"
CV,CV,QYE,Reduced Ejection Fraction Machine Learning-Based Notification Software,2,Cardiovascular,No,No,No,Reduced Ejection Fraction machine learning-based notification software employs machine learning techniques to suggest the likelihood of a reduced ejection fraction for further referral or diagnostic follow-up.,"{ name:""Reduced Ejection Fraction Machine Learning-Based Notification Software (QYE)"", productCode:""QYE"", deviceName:""Reduced Ejection Fraction Machine Learning-Based Notification Software"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""Reduced Ejection Fraction machine learning-based notification software employs machine learning techniques to suggest the likelihood of a reduced ejection fraction for further referral or diagnostic follow-up."" },"
CV,CV,QYF,Neonatal Icu Continuous Non-Invasive Blood Pressure Monitor (Includes Alarms),2,Cardiovascular,No,No,No,The Neonatal ICU continuous non-invasive blood pressure monitor is a prescription device used by medical professionals that measures non-invasive continuous cuffless blood pressure in neonates in the NICU who have a palpable pulse. The device requires calibration. This device is intended for use in conjunction with SpO2 monitoring and is not indicated for ambulatory monitoring.,"{ name:""Neonatal Icu Continuous Non-Invasive Blood Pressure Monitor (Includes Alarms) (QYF)"", productCode:""QYF"", deviceName:""Neonatal Icu Continuous Non-Invasive Blood Pressure Monitor (Includes Alarms)"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""The Neonatal ICU continuous non-invasive blood pressure monitor is a prescription device used by medical professionals that measures non-invasive continuous cuffless blood pressure in neonates in the NICU who have a palpable pulse. The device requires calibration. This device is intended for use in conjunction with SpO2 monitoring and is not indicated for ambulatory monitoring."" },"
CV,CV,QYU,Infant Pulse Rate And Oxygen Saturation Monitor For Over-The-Counter Use,2,Cardiovascular,No,No,No,An infant pulse rate and oxygen saturation monitor for over-the-counter use is a device that uses photoplethysmography to measure pulse rate and oxygen saturation in infants. The device may contain alarms that alert the caregiver when vital sign(s) go outside preset threshold(s).,"{ name:""Infant Pulse Rate And Oxygen Saturation Monitor For Over-The-Counter Use (QYU)"", productCode:""QYU"", deviceName:""Infant Pulse Rate And Oxygen Saturation Monitor For Over-The-Counter Use"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""An infant pulse rate and oxygen saturation monitor for over-the-counter use is a device that uses photoplethysmography to measure pulse rate and oxygen saturation in infants. The device may contain alarms that alert the caregiver when vital sign(s) go outside preset threshold(s)."" },"
CV,CV,QYW,Hospital Cardiac Telemetry,2,Cardiovascular,No,No,No,"Devices are intended to continuously record, display, and/or analyze electrocardiograms of patients in in a healthcare facility for detecting conditions that may require prompt intervention. They may include automatic detection and recording of cardiac electrical activity, automated detection of life-threatening arrhythmias or other relevant conditions, and/or alarm generation. Devices may allow remote access and display of electrocardiograms acquired. Devices are intended for patients who require continuous monitoring in hospitals or healthcare facilities, with onsite medical review by qualified personnel at the central monitoring/analysis station followed by immediate notification of onsite qualified medical responders. Devices may be used for patients at elevated risk of serious cardiovascular events that would require prompt intervention. Devices are intended for prescription use only.","{ name:""Hospital Cardiac Telemetry (QYW)"", productCode:""QYW"", deviceName:""Hospital Cardiac Telemetry"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""Devices are intended to continuously record, display, and/or analyze electrocardiograms of patients in in a healthcare facility for detecting conditions that may require prompt intervention. They may include automatic detection and recording of cardiac electrical activity, automated detection of life-threatening arrhythmias or other relevant conditions, and/or alarm generation. Devices may allow remote access and display of electrocardiograms acquired. Devices are intended for patients who require continuous monitoring in hospitals or healthcare facilities, with onsite medical review by qualified personnel at the central monitoring/analysis station followed by immediate notification of onsite qualified medical responders. Devices may be used for patients at elevated risk of serious cardiovascular events that would require prompt intervention. Devices are intended for prescription use only."" },"
CV,CV,QYX,Outpatient Cardiac Telemetry,2,Cardiovascular,No,No,No,"Devices are intended to continuously record and analyze electrocardiograms for automatic detection and recording of cardiac electrical activity in an outpatient setting. Detected, notifiable events are transmitted to the prescribing clinician during the monitoring period by a 24/7 attended analysis center after review by a qualified individual. Devices may allow remote access and display of electrocardiograms acquired. Not for use for detection or notification of hemodynamically unstable or life-threatening arrhythmias or cardiac events requiring urgent medical response. Not intended for patients at elevated risk of serious cardiovascular events that would require prompt intervention. It is not intended for monitoring patients during cardiac rehabilitation outside of healthcare facilities. Devices are intended for prescription use only.","{ name:""Outpatient Cardiac Telemetry (QYX)"", productCode:""QYX"", deviceName:""Outpatient Cardiac Telemetry"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""Devices are intended to continuously record and analyze electrocardiograms for automatic detection and recording of cardiac electrical activity in an outpatient setting. Detected, notifiable events are transmitted to the prescribing clinician during the monitoring period by a 24/7 attended analysis center after review by a qualified individual. Devices may allow remote access and display of electrocardiograms acquired. Not for use for detection or notification of hemodynamically unstable or life-threatening arrhythmias or cardiac events requiring urgent medical response. Not intended for patients at elevated risk of serious cardiovascular events that would require prompt intervention. It is not intended for monitoring patients during cardiac rehabilitation outside of healthcare facilities. Devices are intended for prescription use only."" },"
CV,CV,QZU,"Temporary Embolization Assist Device, Peripheral",2,Cardiovascular,No,No,No,A temporary coil embolization assist device is a prescription device intended for temporary use in the vasculature to mechanically assist in the embolization of aneurysms with embolic coils. The device is delivered into the vasculature with an endovascular approach. This device is not intended to be permanently implanted and is removed from the body when the procedure is completed.,"{ name:""Temporary Embolization Assist Device, Peripheral (QZU)"", productCode:""QZU"", deviceName:""Temporary Embolization Assist Device, Peripheral"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""A temporary coil embolization assist device is a prescription device intended for temporary use in the vasculature to mechanically assist in the embolization of aneurysms with embolic coils. The device is delivered into the vasculature with an endovascular approach. This device is not intended to be permanently implanted and is removed from the body when the procedure is completed."" },"
CV,CV,SAR,Adjunctive Hemodynamic Indicator With Decision Point For Military Use,2,Cardiovascular,No,No,No,An adjunctive hemodynamic indicator with decision point is a device that identifies and monitors hemodynamic condition(s) of interest and provides notifications at a clinically meaningful decision point. This device is intended to be used adjunctively along with other monitoring and patient information. The device is intended for use by the Military.,"{ name:""Adjunctive Hemodynamic Indicator With Decision Point For Military Use (SAR)"", productCode:""SAR"", deviceName:""Adjunctive Hemodynamic Indicator With Decision Point For Military Use"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""An adjunctive hemodynamic indicator with decision point is a device that identifies and monitors hemodynamic condition(s) of interest and provides notifications at a clinically meaningful decision point. This device is intended to be used adjunctively along with other monitoring and patient information. The device is intended for use by the Military."" },"
CV,CV,SAT,Pulmonary Hypertension Machine Learning-Based Notification Software,2,Cardiovascular,No,No,No,Pulmonary hypertension machine learning-based notification software employs machine learning techniques to suggest the likelihood of pulmonary hypertension for further referral or diagnostic follow-up.,"{ name:""Pulmonary Hypertension Machine Learning-Based Notification Software (SAT)"", productCode:""SAT"", deviceName:""Pulmonary Hypertension Machine Learning-Based Notification Software"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""Pulmonary hypertension machine learning-based notification software employs machine learning techniques to suggest the likelihood of pulmonary hypertension for further referral or diagnostic follow-up."" },"
CV,CV,SBK,Artificial Chordae Tendineae Surgical Replacement System,2,Cardiovascular,No,No,No,"An artificial chordae tendineae surgical replacement system is a standalone, prescription device consisting of nonabsorbable suture-based implant and suture placement device(s) that is used to replace mitral or tricuspid chordae tendineae in patients with atrioventricular valve insufficiency.  The device includes clips or fasteners to secure suture that are not embedded in the cardiac tissue. The system is used via surgical approach under direct visualization and not via transcatheter or percutaneous access.","{ name:""Artificial Chordae Tendineae Surgical Replacement System (SBK)"", productCode:""SBK"", deviceName:""Artificial Chordae Tendineae Surgical Replacement System"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""An artificial chordae tendineae surgical replacement system is a standalone, prescription device consisting of nonabsorbable suture-based implant and suture placement device(s) that is used to replace mitral or tricuspid chordae tendineae in patients with atrioventricular valve insufficiency.  The device includes clips or fasteners to secure suture that are not embedded in the cardiac tissue. The system is used via surgical approach under direct visualization and not via transcatheter or percutaneous access."" },"
CV,CV,SBQ,Atrial Fibrillation Risk Prediction Machine Learning-Based Notification Software,2,Cardiovascular,No,No,No,Atrial Fibrillation Risk Prediction machine learning-based notification software employs machine learning techniques to suggest the likelihood of a future occurrence of atrial fibrillation for further referral or diagnostic follow-up.,"{ name:""Atrial Fibrillation Risk Prediction Machine Learning-Based Notification Software (SBQ)"", productCode:""SBQ"", deviceName:""Atrial Fibrillation Risk Prediction Machine Learning-Based Notification Software"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""Atrial Fibrillation Risk Prediction machine learning-based notification software employs machine learning techniques to suggest the likelihood of a future occurrence of atrial fibrillation for further referral or diagnostic follow-up."" },"
CV,CV,SCZ,Percutaneous Catheter For Cutting Or Splitting Heart Valve Leaflets Concomitant To Transcatheter Valve Procedures,2,Cardiovascular,No,No,No,The device is a single use percutaneous catheter system intended for mechanically splitting aortic valve leaflets that may prevent coronary artery ostia obstruction during planned transcatheter valve procedures.,"{ name:""Percutaneous Catheter For Cutting Or Splitting Heart Valve Leaflets Concomitant To Transcatheter Valve Procedures (SCZ)"", productCode:""SCZ"", deviceName:""Percutaneous Catheter For Cutting Or Splitting Heart Valve Leaflets Concomitant To Transcatheter Valve Procedures"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""The device is a single use percutaneous catheter system intended for mechanically splitting aortic valve leaflets that may prevent coronary artery ostia obstruction during planned transcatheter valve procedures."" },"
CV,CV,SDJ,Adjunctive Cardiac Amyloidosis Status Indicator,2,Cardiovascular,No,No,No,The adjunctive cardiac amyloidosis status indicator is a prescription device based on sensor technology or image data to provide information to an interpreting clinician in detecting cardiac amyloidosis. This device is intended for adjunctive use with other physical vital sign parameters and patient information and is not intended to independently direct therapy.,"{ name:""Adjunctive Cardiac Amyloidosis Status Indicator (SDJ)"", productCode:""SDJ"", deviceName:""Adjunctive Cardiac Amyloidosis Status Indicator"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""The adjunctive cardiac amyloidosis status indicator is a prescription device based on sensor technology or image data to provide information to an interpreting clinician in detecting cardiac amyloidosis. This device is intended for adjunctive use with other physical vital sign parameters and patient information and is not intended to independently direct therapy."" },"
CV,CV,SDY,Loss Of Pulse Notification Software,2,Cardiovascular,No,No,No,A photoplethysmograph analysis software device for over-the-counter use analyzes photoplethysmograph data and provides information for identifying loss of pulse. This device is not intended to provide a diagnosis.,"{ name:""Loss Of Pulse Notification Software (SDY)"", productCode:""SDY"", deviceName:""Loss Of Pulse Notification Software"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""A photoplethysmograph analysis software device for over-the-counter use analyzes photoplethysmograph data and provides information for identifying loss of pulse. This device is not intended to provide a diagnosis."" },"
CV,CV,SEU,Peripheral Temporary And Retrievable Stent System,2,Cardiovascular,No,No,No,A peripheral temporary and retrievable stent system is a temporary scaffold placed into the peripheral vasculature via a delivery catheter system for treating stenotic lesions. The device is designed to be retrieved and removed following successful treatment.,"{ name:""Peripheral Temporary And Retrievable Stent System (SEU)"", productCode:""SEU"", deviceName:""Peripheral Temporary And Retrievable Stent System"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""A peripheral temporary and retrievable stent system is a temporary scaffold placed into the peripheral vasculature via a delivery catheter system for treating stenotic lesions. The device is designed to be retrieved and removed following successful treatment."" },"
CV,CV,SFR,Hypertension Machine Learning-Based Notification Software,2,Cardiovascular,No,No,No,Hypertension machine learning-based notification software employs machine learning techniques to suggest the likelihood of hypertension for further referral or diagnostic follow-up.,"{ name:""Hypertension Machine Learning-Based Notification Software (SFR)"", productCode:""SFR"", deviceName:""Hypertension Machine Learning-Based Notification Software"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""Hypertension machine learning-based notification software employs machine learning techniques to suggest the likelihood of hypertension for further referral or diagnostic follow-up."" },"
CV,CV,SGO,Percutaneous Catheter For Electrosurgical Cutting Heart Valve Leaflets Concomitant To Transcatheter Valve Procedures,2,Cardiovascular,No,No,No,The device is intended for electrosurgically splitting valve leaflets to facilitate a planned valvular procedure,"{ name:""Percutaneous Catheter For Electrosurgical Cutting Heart Valve Leaflets Concomitant To Transcatheter Valve Procedures (SGO)"", productCode:""SGO"", deviceName:""Percutaneous Catheter For Electrosurgical Cutting Heart Valve Leaflets Concomitant To Transcatheter Valve Procedures"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""The device is intended for electrosurgically splitting valve leaflets to facilitate a planned valvular procedure"" },"
CV,GU,LYK,Angioscope,2,Cardiovascular,No,No,No,,"{ name:""Angioscope (LYK)"", productCode:""LYK"", deviceName:""Angioscope"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:"""" },"
CV,HO,OZW,Ingestible Event Marker,2,Cardiovascular,No,No,No,To provide confirmation of an event co-ingested or coincident with the ingestible component of the device. The wearable component of the device incorporates wireless communication to display the event and other information on a general computing device,"{ name:""Ingestible Event Marker (OZW)"", productCode:""OZW"", deviceName:""Ingestible Event Marker"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""To provide confirmation of an event co-ingested or coincident with the ingestible component of the device. The wearable component of the device incorporates wireless communication to display the event and other information on a general computing device"" },"
CV,RA,PZO,Software For Visualization Of Vascular Anatomy And Intravascular Devices,2,Cardiovascular,No,No,No,Visualization and measurement of blood vessels and intravascular devices for preoperational planning.,"{ name:""Software For Visualization Of Vascular Anatomy And Intravascular Devices (PZO)"", productCode:""PZO"", deviceName:""Software For Visualization Of Vascular Anatomy And Intravascular Devices"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""Visualization and measurement of blood vessels and intravascular devices for preoperational planning."" },"
CV,SU,KPK,"Marker, Ostia, Aorto-Saphenous Vein",2,Cardiovascular,No,No,No,,"{ name:""Marker, Ostia, Aorto-Saphenous Vein (KPK)"", productCode:""KPK"", deviceName:""Marker, Ostia, Aorto-Saphenous Vein"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:"""" },"
CV,SU,OCL,"Surgical Device, For Cutting, Coagulation, And/Or Ablation Of Tissue, Including Cardiac Tissue",2,Cardiovascular,No,No,No,"Surgical device for cutting, coagulation, and/or ablation of tissue, including cardiac tissue","{ name:""Surgical Device, For Cutting, Coagulation, And/Or Ablation Of Tissue, Including Cardiac Tissue (OCL)"", productCode:""OCL"", deviceName:""Surgical Device, For Cutting, Coagulation, And/Or Ablation Of Tissue, Including Cardiac Tissue"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""Surgical device for cutting, coagulation, and/or ablation of tissue, including cardiac tissue"" },"
CV,SU,PZX,"Left Atrial Appendage Clip, Implantable",2,Cardiovascular,No,No,No,Intended to occlude the left atrial appendage.,"{ name:""Left Atrial Appendage Clip, Implantable (PZX)"", productCode:""PZX"", deviceName:""Left Atrial Appendage Clip, Implantable"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""Intended to occlude the left atrial appendage."" },"
CV,SU,SFQ,"Electrosurgical, Cutting & Coagulation & Accessories, For Cardiac Electrophysiology Device Implantation And Revision",2,Cardiovascular,No,No,No,Surgical device used to dissect cardiac tissue for the implantation and revision of cardiac electrophysiology leads,"{ name:""Electrosurgical, Cutting & Coagulation & Accessories, For Cardiac Electrophysiology Device Implantation And Revision (SFQ)"", productCode:""SFQ"", deviceName:""Electrosurgical, Cutting & Coagulation & Accessories, For Cardiac Electrophysiology Device Implantation And Revision"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""Surgical device used to dissect cardiac tissue for the implantation and revision of cardiac electrophysiology leads"" },"
CV,,DSQ,Ventricular (Assist) Bypass,3,Cardiovascular,No,No,No,Approved pma:  P870072,"{ name:""Ventricular (Assist) Bypass (DSQ)"", productCode:""DSQ"", deviceName:""Ventricular (Assist) Bypass"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""Approved pma:  P870072"" },"
CV,,FZC,"Prosthesis, Arterial Graft, Bovine Carotid Artery",3,Cardiovascular,No,No,No,,"{ name:""Prosthesis, Arterial Graft, Bovine Carotid Artery (FZC)"", productCode:""FZC"", deviceName:""Prosthesis, Arterial Graft, Bovine Carotid Artery"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:"""" },"
CV,,LIW,"Fibrillator, Ac",,Cardiovascular,No,No,No,,"{ name:""Fibrillator, Ac (LIW)"", productCode:""LIW"", deviceName:""Fibrillator, Ac"", deviceClass:""Unclassified"", deviceClassNum:Unclassified, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:"""" },"
CV,,LOT,"Pulse-Generator, Program Module",3,Cardiovascular,No,No,No,,"{ name:""Pulse-Generator, Program Module (LOT)"", productCode:""LOT"", deviceName:""Pulse-Generator, Program Module"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:"""" },"
CV,,LOZ,Artificial Heart,3,Cardiovascular,No,No,No,P030011,"{ name:""Artificial Heart (LOZ)"", productCode:""LOZ"", deviceName:""Artificial Heart"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""P030011"" },"
CV,,LPA,"System, Esophageal Pacing",3,Cardiovascular,No,No,No,,"{ name:""System, Esophageal Pacing (LPA)"", productCode:""LPA"", deviceName:""System, Esophageal Pacing"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:"""" },"
CV,,LPB,Cardiac Ablation Percutaneous Catheter,3,Cardiovascular,No,No,No,"This product code pertains to cardiac ablation catheters indicated for general indications, treatment of supraventricular tachycardia (svt) and ventricular tachycardia (vt).  This product code excludes ablation catheters indicated for treatment of atrial flutter [product code oad] and atrial fibrillation [product code oae].","{ name:""Cardiac Ablation Percutaneous Catheter (LPB)"", productCode:""LPB"", deviceName:""Cardiac Ablation Percutaneous Catheter"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""This product code pertains to cardiac ablation catheters indicated for general indications, treatment of supraventricular tachycardia (svt) and ventricular tachycardia (vt).  This product code excludes ablation catheters indicated for treatment of atrial flutter [product code oad] and atrial fibrillation [product code oae]."" },"
CV,,LPC,"Device, Angioplasty, Laser, Coronary",3,Cardiovascular,No,No,No,,"{ name:""Device, Angioplasty, Laser, Coronary (LPC)"", productCode:""LPC"", deviceName:""Device, Angioplasty, Laser, Coronary"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:"""" },"
CV,,LWO,"Pulse-Generator, Single Chamber, Sensor Driven, Implantable",3,Cardiovascular,No,No,No,,"{ name:""Pulse-Generator, Single Chamber, Sensor Driven, Implantable (LWO)"", productCode:""LWO"", deviceName:""Pulse-Generator, Single Chamber, Sensor Driven, Implantable"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:"""" },"
CV,,LWP,"Implantable Pulse Generator, Pacemaker (Non-Crt)",3,Cardiovascular,No,No,No,These devices treat bradycardia (slow heartbeats) with RA and/or RV pacing therapy as necessary.,"{ name:""Implantable Pulse Generator, Pacemaker (Non-Crt) (LWP)"", productCode:""LWP"", deviceName:""Implantable Pulse Generator, Pacemaker (Non-Crt)"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:""These devices treat bradycardia (slow heartbeats) with RA and/or RV pacing therapy as necessary."" },"
CV,,LWQ,"Heart-Valve, Mechanical",3,Cardiovascular,No,No,No,,"{ name:""Heart-Valve, Mechanical (LWQ)"", productCode:""LWQ"", deviceName:""Heart-Valve, Mechanical"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:"""" },"
CV,,LWR,"Heart-Valve, Non-Allograft Tissue",3,Cardiovascular,No,No,No,,"{ name:""Heart-Valve, Non-Allograft Tissue (LWR)"", productCode:""LWR"", deviceName:""Heart-Valve, Non-Allograft Tissue"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Cardiovascular"", medcomp:false, martech:false, point:false, info:"""" },"
